speaker_id;file_name;sample_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence;class_labels;primary_lang_group;secondary_lang_group;primary_lang_group_id;secondary_lang_group_id
937;english449;english449;barton, vermont, usa;english;none;27;male;0;naturalistic;usa;27;43;Indo-European;Germanic;5;503
938;english450;english450;windsor, uk;english;french german;26;male;0;naturalistic;uk;26;43;Indo-European;Germanic;5;503
939;english451;english451;hazlehurst, georgia, usa;english;russian;44;male;0;naturalistic;usa;44;43;Indo-European;Germanic;5;503
940;english452;english452;newcastle, australia;english;none;24;male;0;naturalistic;australia;24;43;Indo-European;Germanic;5;503
941;english453;english453;chicago, illinois, usa;english;french;21;female;0;naturalistic;usa;21;43;Indo-European;Germanic;5;503
942;english454;english454;raleigh, north carolina, usa;english;spanish;19;female;0;naturalistic;usa;19;43;Indo-European;Germanic;5;503
943;english455;english455;washington, dc, usa;english;spanish;29;female;0;naturalistic;usa;29;43;Indo-European;Germanic;5;503
944;english456;english456;lancashire, leyland, uk;english;none;37;female;0;naturalistic;uk;37;43;Indo-European;Germanic;5;503
945;english457;english457;syracuse, new york, usa;english;none;43;male;0;naturalistic;usa;40;43;Indo-European;Germanic;5;503
946;english458;english458;reno, nevada, usa;english;japanese;22;female;0;naturalistic;usa;22;43;Indo-European;Germanic;5;503
947;english459;english459;charlotte, north carolina, usa;english;french german;19;male;0;naturalistic;usa;19;43;Indo-European;Germanic;5;503
948;english460;english460;rutland, england, uk;english;german;19;female;0;naturalistic;uk;19;43;Indo-European;Germanic;5;503
949;english461;english461;poughkeepsie, new york, usa;english;none;44;female;0;naturalistic;usa;44;43;Indo-European;Germanic;5;503
950;english462;english462;paducah, kentucky, usa;english;german;20;male;0;naturalistic;usa;20;43;Indo-European;Germanic;5;503
951;english463;english463;brooklyn, new york, usa;english;french spanish;53;female;0;naturalistic;usa;53;43;Indo-European;Germanic;5;503
952;english464;english464;ottawa, ontario, canada;english;german french;27;male;0;naturalistic;canada;24;43;Indo-European;Germanic;5;503
953;english465;english465;aylesbury, buckinghamshire, uk;english;french spanish mandarin;20;male;0;naturalistic;uk;19;43;Indo-European;Germanic;5;503
954;english466;english466;portland, maine, usa;english;none;18;male;0;naturalistic;usa;18;43;Indo-European;Germanic;5;503
955;english467;english467;pozzuoli, italy;english;none;23;male;1;naturalistic;usa;18;43;Indo-European;Germanic;5;503
956;english468;english468;myrtle beach, south carolina, usa;english;german greek, ancient;30;male;0;naturalistic;usa;30;43;Indo-European;Germanic;5;503
957;english469;english469;knoxville, tennessee, usa;english;japanese;22;male;0;naturalistic;usa;21;43;Indo-European;Germanic;5;503
958;english470;english470;leighton buzzard, uk;english;french japanese;21;male;0;naturalistic;uk;20;43;Indo-European;Germanic;5;503
959;english471;english471;calgary, alberta, canada;english;spanish french;26;female;0;naturalistic;canada;24.5;43;Indo-European;Germanic;5;503
960;english472;english472;rota, spain;english;spanish russian;26;male;0;naturalistic;usa;23;43;Indo-European;Germanic;5;503
961;english473;english473;nottingham, uk;english;none;20;male;0;naturalistic;uk;20;43;Indo-European;Germanic;5;503
962;english474;english474;rochester, minnesota, usa;english;spanish;33;female;0;naturalistic;usa;33;43;Indo-European;Germanic;5;503
963;english475;english475;ogden, utah, usa;english;none;29;female;0;naturalistic;usa;29;43;Indo-European;Germanic;5;503
964;english476;english476;manchester, new hampshire, usa;english;none;64;female;0;naturalistic;usa;64;43;Indo-European;Germanic;5;503
965;english477;english477;san diego, california, usa;english;german;31;female;0;naturalistic;usa;27;43;Indo-European;Germanic;5;503
966;english478;english478;sydney, nova scotia, canada;english;none;19;male;0;naturalistic;canada;19;43;Indo-European;Germanic;5;503
967;english479;english479;new york, new york, usa;english;none;64;female;0;naturalistic;usa;64;43;Indo-European;Germanic;5;503
968;english480;english480;winston-salem, north carolina, usa;english;none;58;male;0;naturalistic;usa;58;43;Indo-European;Germanic;5;503
969;english481;english481;stringtown, oklahoma, usa;english;german spanish;88;female;0;naturalistic;usa;82;43;Indo-European;Germanic;5;503
970;english482;english482;yeadon, pennsylvania, usa;english;none;74;female;0;naturalistic;usa;74;43;Indo-European;Germanic;5;503
971;english483;english483;boston, massachusetts, usa;english;spanish;19;male;0;naturalistic;usa;19;43;Indo-European;Germanic;5;503
972;english484;english484;dublin, ireland;english;irish french japanese swedish spanish;24;male;0;naturalistic;ireland;24;43;Indo-European;Germanic;5;503
973;english485;english485;cromwell, connecticut, usa;english;french;20;male;0;naturalistic;usa;20;43;Indo-European;Germanic;5;503
974;english486;english486;corentyne, guyana;english;none;53;female;0;naturalistic;guyana, usa;53;43;Indo-European;Germanic;5;503
975;english487;english487;london, uk;english;french;22;female;0;naturalistic;uk;22;43;Indo-European;Germanic;5;503
976;english488;english488;irvine, scotland, uk;english;none;35;female;0;naturalistic;uk, usa;35;43;Indo-European;Germanic;5;503
977;english489;english489;kingston, jamaica;english;none;46;female;0;naturalistic;jamaica, usa;46;43;Indo-European;Germanic;5;503
978;english490;english490;auckland, new zealand;english;none;18;male;0;naturalistic;new zealand;18.5;43;Indo-European;Germanic;5;503
979;english491;english491;westmoreland, jamaica;english;none;79;female;0;naturalistic;jamaica, usa;79;43;Indo-European;Germanic;5;503
980;english492;english492;omaha, nebraska, usa;english;spanish german;22;female;0;naturalistic;usa;22;43;Indo-European;Germanic;5;503
981;english493;english493;miami, florida, usa;english;spanish japanese;20;male;0;naturalistic;usa;13.5;43;Indo-European;Germanic;5;503
982;english494;english494;findlay, ohio, usa;english;korean japanese;27.5;male;0;naturalistic;usa;27.5;43;Indo-European;Germanic;5;503
983;english495;english495;kirkland, washington, usa;english;none;21;male;0;naturalistic;usa;21;43;Indo-European;Germanic;5;503
984;english496;english496;london, england, uk;english;japanese;20;male;0;naturalistic;uk;20;43;Indo-European;Germanic;5;503
985;english497;english497;cleveland, ohio, usa;english;none;22;male;0;naturalistic;usa;22;43;Indo-European;Germanic;5;503
986;english498;english498;prince george, british columbia, canada;english;french german;27;male;0;naturalistic;canada;27;43;Indo-European;Germanic;5;503
987;english499;english499;st. paul, minnesota, usa;english;french;21;female;0;naturalistic;usa;21;43;Indo-European;Germanic;5;503
988;english500;english500;albury, new south wales, australia;english;indonesian tongan;38;male;0;naturalistic;australia;38;43;Indo-European;Germanic;5;503
989;english501;english501;pittsburgh, pennsylvania, usa;english;none;64;female;0;naturalistic;usa;64;43;Indo-European;Germanic;5;503
990;english502;english502;farmington hills, michigan, usa;english;none;30;female;0;naturalistic;usa;30;43;Indo-European;Germanic;5;503
991;english503;english503;benin city, nigeria;english;spanish german;29;female;0;naturalistic;nigeria, usa;25;43;Indo-European;Germanic;5;503
992;english504;english504;west palm beach, florida, usa;english;japanese;25;male;0;naturalistic;usa;25;43;Indo-European;Germanic;5;503
993;english505;english505;beirut, lebanon;english;french italian arabic spanish mandarin;50;female;0;naturalistic;usa;9;43;Indo-European;Germanic;5;503
994;english506;english506;new orleans, louisiana, usa;english;french mandarin;30;female;0;naturalistic;usa;30;43;Indo-European;Germanic;5;503
995;english507;english507;accra, ghana;english;twi ga spanish;21;male;0;naturalistic;ghana, usa;21;43;Indo-European;Germanic;5;503
996;english508;english508;winfield, illinois, usa;english;spanish;20;female;0;naturalistic;usa;20;43;Indo-European;Germanic;5;503
997;english509;english509;coudersport, pennsylvania, usa;english;spanish;44;female;0;naturalistic;usa;35;43;Indo-European;Germanic;5;503
998;english510;english510;philadelphia, pennsylvania, usa;english;french;66;female;0;naturalistic;usa;66;43;Indo-European;Germanic;5;503
999;english511;english511;montgomery, alabama, usa;english;german;31;female;0;naturalistic;usa;31;43;Indo-European;Germanic;5;503
1000;english512;english512;salina, kansas, usa;english;none;54;female;0;naturalistic;usa;54;43;Indo-European;Germanic;5;503
1001;english513;english513;bocas del toro, panama;english;spanish;52;female;0;naturalistic;panama, usa;52;43;Indo-European;Germanic;5;503
1002;english514;english514;youngstown, ohio, usa;english;none;57;male;0;naturalistic;usa;57;43;Indo-European;Germanic;5;503
1003;english515;english515;youngstown, ohio, usa;english;none;55;female;0;naturalistic;usa;55;43;Indo-European;Germanic;5;503
1004;english516;english516;dripping springs, texas, usa;english;french japanese mandarin german;32;female;0;naturalistic;usa;32;43;Indo-European;Germanic;5;503
1005;english517;english517;colorado springs, colorado, usa;english;spanish;33;male;0;naturalistic;usa;33;43;Indo-European;Germanic;5;503
1006;english518;english518;kells, meath, ireland;english;irish;24;male;0;naturalistic;ireland;24;43;Indo-European;Germanic;5;503
1007;english519;english519;karachi, pakistan;english;urdu german;18;female;1;naturalistic;canada, usa;16;43;Indo-European;Germanic;5;503
1008;english520;english520;st. paul, minnesota, usa;english;mandarin spanish;47;female;0;naturalistic;usa;47;43;Indo-European;Germanic;5;503
1009;english521;english521;bethesda, maryland, usa;english;spanish;25;female;0;naturalistic;usa;25;43;Indo-European;Germanic;5;503
1010;english522;english522;bethpage, new york, usa;english;none;22;female;0;naturalistic;usa;22;43;Indo-European;Germanic;5;503
1011;english523;english523;madison, wisconsin, usa;english;arabic french;18;female;0;naturalistic;usa;18;43;Indo-European;Germanic;5;503
1012;english524;english524;downers grove, illinois, usa;english;none;19;male;0;naturalistic;usa;19;43;Indo-European;Germanic;5;503
1013;english525;english525;albion, new york, usa;english;none;18;female;0;naturalistic;usa;18;43;Indo-European;Germanic;5;503
1014;english526;english526;woodbridge, virginia, usa;english;none;20;male;0;naturalistic;usa;20;43;Indo-European;Germanic;5;503
1015;english527;english527;wynnewood, pennsylvania, usa;english;italian;25;female;0;naturalistic;usa;25;43;Indo-European;Germanic;5;503
1016;english528;english528;green bay, wisconsin, usa;english;arabic farsi swahili spanish;52;female;0;naturalistic;usa;52;43;Indo-European;Germanic;5;503
1017;english529;english529;burlington, vermont, usa;english;french spanish;29;female;0;naturalistic;usa;29;43;Indo-European;Germanic;5;503
1018;english530;english530;detroit, michigan, usa;english;german;50;female;0;naturalistic;usa;35;43;Indo-European;Germanic;5;503
1019;english531;english531;nokesville, virginia, usa;english;japanese french german;29;female;0;naturalistic;usa;26;43;Indo-European;Germanic;5;503
1020;english532;english532;bristol, connecticut, usa;english;none;23;female;0;naturalistic;usa;23;43;Indo-European;Germanic;5;503
1021;english533;english533;fairfax, virginia, usa;english;spanish;38;female;0;naturalistic;usa;38;43;Indo-European;Germanic;5;503
1022;english534;english534;mineola, new york, usa;english;none;29;female;0;naturalistic;usa;29;43;Indo-European;Germanic;5;503
1023;english535;english535;plymouth, massachusetts, usa;english;none;22;female;0;naturalistic;usa;22;43;Indo-European;Germanic;5;503
1024;english536;english536;richmond, virginia, usa;english;hebrew spanish;21;female;0;naturalistic;usa;21;43;Indo-European;Germanic;5;503
1025;english537;english537;woodbridge, virginia, usa;english;spanish;21;female;0;naturalistic;usa;21;43;Indo-European;Germanic;5;503
1026;english538;english538;lyndhurst, virginia, usa;english;french american sign language;20;female;0;naturalistic;usa;20;43;Indo-European;Germanic;5;503
1027;english539;english539;orange county, california, usa;english;none;19;female;0;naturalistic;usa;19;43;Indo-European;Germanic;5;503
1028;english540;english540;arlington, virginia, usa;english;japanese;18;female;0;naturalistic;usa;18;43;Indo-European;Germanic;5;503
1029;english541;english541;fort lauderdale, florida, usa;english;none;27;female;0;naturalistic;usa;27;43;Indo-European;Germanic;5;503
1030;english542;english542;toronto, ontario, canada;english;french;60;male;0;naturalistic;canada, usa;55;43;Indo-European;Germanic;5;503
1031;english543;english543;vancouver, british columbia, canada;english;french japanese;39;female;0;naturalistic;canada, usa, uk, cayman islands;36;43;Indo-European;Germanic;5;503
1032;english544;english544;hanover, new hampshire, usa;english;spanish;31;male;0;naturalistic;usa;31;43;Indo-European;Germanic;5;503
1033;english545;english545;tangier island, virginia, usa;english;none;56;male;0;naturalistic;usa;56;43;Indo-European;Germanic;5;503
1034;english546;english546;tangier island, virginia, usa;english;none;43;female;0;naturalistic;usa;43;43;Indo-European;Germanic;5;503
1035;english547;english547;tangier island, virginia, usa;english;none;63;male;0;naturalistic;usa;63;43;Indo-European;Germanic;5;503
1036;english548;english548;dublin, ireland;english;irish;61;male;0;naturalistic;ireland;61;43;Indo-European;Germanic;5;503
1037;english549;english549;exminister, uk;english;french arabic;19;female;0;naturalistic;uk, usa;17;43;Indo-European;Germanic;5;503
