speaker_id;file_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence
1141;mandarin26;emei, sichuan, china;mandarin;none;31;female;12;academic;usa;3
1142;korean21;ulsan, south korea;korean;none;21;male;12;academic;usa;7
1143;gujarati6;kutch, gujarat, india;gujarati;kutchi hindi;29;male;5;naturalistic;india,usa;23
1144;turkish20;kocaeli, turkey;turkish;none;19;female;9;academic;;0
1145;korean22;inchon, south korea;korean;french spanish;19;female;8;academic;;0
1146;kiswahili9;tanga, tanzania;kiswahili;none;50;male;13;academic;usa;20
1147;somali4;mogadishu, somalia;somali;dutch french;25;female;7;academic;uk, usa;14.5
1148;somali5;mogadishu, somalia;somali;arabic;39;male;18;academic;uk, usa;11.5
1149;somali6;hargeysa, somalia;somali;arabic german french;32;male;17;academic;uk, usa;7.8
1150;ga4;accra, ghana;ga;fanti twi german;60;male;6;academic;ghana, uk, usa;41
1151;tigrigna6;adigrat, ethiopia;tigrigna;amharic russian;58;female;15;academic;usa;28
1152;oromo3;dembi dollo, ethiopia;oromo;amharic;35;female;8;academic;usa;10
1153;gusii2;kisii, kenya;gusii;kiswahili kikuyu kamba;41;male;6;academic;usa;8
1154;mandarin27;chengdu, sichuan, china;mandarin;none;18;male;15;academic;usa;3
1155;kikuyu2;kerugoya, kenya;kikuyu;kiswahili;50;male;7;academic;kenya, usa;50
1156;kikuyu3;nairobi, kenya;kikuyu;kiswahili kiambu;45;female;5;academic;kenya, usa;45
1157;serbian16;belgrade, serbia;serbian;spanish;33;male;9;academic;canada;6.5
1158;lingala1;kinshasa, democratic republic of congo;lingala;french kikongo mbala kiswahili tshiluba;37;male;30;naturalistic;usa;7
1159;afrikaans4;pretoria, south africa;afrikaans;flemish dutch;26;male;8;academic;usa;15
1160;french34;abidjan, ivory coast;french;bambara yoruba;56;male;16;academic;usa;30
1161;yiddish3;brooklyn, new york, usa;yiddish;french spanish;52;male;5;academic;usa;52
1162;english320;maryland county, liberia;english;grebo;59;female;0;naturalistic;liberia, usa;59
1163;english321;brooklyn, new york, usa;english;yiddish french hebrew;52;male;0;naturalistic;usa;52
1164;yiddish4;vienna, austria;yiddish;german romanian;89;female;20;academic;usa;59
1165;haitian creole french1;port-au-prince, haiti;haitian creole french;none;42;male;42;academic;usa;1
1166;haitian creole french2;port-au-prince, haiti;haitian creole french;french;40;male;35;academic;usa;5
1167;haitian creole french3;port-au-prince, haiti;haitian creole french;french;43;male;41;academic;usa;5
1168;haitian creole french4;port-au-prince, haiti;haitian creole french;french spanish;21;male;21;academic;usa;0.7
1169;haitian creole french5;port-au-prince, haiti;haitian creole french;french;54;female;51;academic;usa;5
1170;yiddish5;vilnius, lithuania;yiddish;russian polish german;86;female;26;naturalistic;usa;60
1171;polish14;warsaw, poland;polish;french russian swedish yiddish;97;male;35;naturalistic;usa;57
1172;english322;yorkton, saskatchewan, canada;english;none;29;male;0;naturalistic;canada;29
1173;english323;regina, saskatchewan, canada;english;none;31;female;0;naturalistic;canada;31
1174;english324;st. marys, ontario, canada;english;french;28;male;0;naturalistic;canada;28
1175;italian22;teramo, italy;italian;german;23;male;6;academic;;0
1176;english325;reading, pennsylvania, usa;english;italian;32;male;0;naturalistic;usa;32
1177;italian23;cuneo, italy;italian;piemontese french spanish;34;female;14;academic;usa;10
1178;slovak4;bratislava, slovakia;slovak;german;20;female;15;academic;usa;1
1179;;;;none;,;;;;years
1180;kurdish5;sulaymaniyah, iraq;kurdish;arabic farsi;32;male;11;academic;usa;12
1181;arabic31;baghdad, iraq;arabic;none;47;female;12;academic;usa;0.3
1182;kalanga1;francistown, botswana;kalanga;tswana ndebele;30;male;9;academic;botswana, usa;30
1183;tswana2;lobatse, botswana;tswana;kalanga sotho;32;female;6;academic;botswana;32
1184;ibibio1;uyo, akwa ibom, nigeria;ibibio;none;52;male;3;naturalistic;nigeria, uk, usa;52
1185;ibibio2;abak, akwa ibom, nigeria;ibibio;none;45;female;4;naturalistic;nigeria, uk, usa;45
1186;catalan3;santiago, chile;catalan;spanish french german;51;female;11;naturalistic;usa;40
1187;portuguese28;sao paulo, brazil;portuguese;spanish french;36;female;10;academic;usa;12
1188;english326;fairborn, ohio, usa;english;none;53;male;0;naturalistic;usa;50
1189;french35;toulouse, france;french;none;27;male;10;academic;;0
1190;kabyle1;algiers, algeria;kabyle;italian french arabic;26;female;12;academic;;0
1191;russian27;moscow, russia;russian;ukrainian polish german;21;male;14;naturalistic;;0
1192;vietnamese10;quang nam, vietnam;vietnamese;french;57;female;18;academic;usa;16
1193;nandi1;eldoret, kenya;nandi;swahili;35;male;18;academic;usa;15
1194;malay2;kuching, sarawak, malaysia;malay;arabic mandarin japanese;22;male;5;naturalistic;usa;3
1195;swedish11;espoo, finland;swedish;finnish german;36;female;10;academic;usa;16
1196;korean23;seoul, south korea;korean;japanese;49;female;12;academic;usa;5
1197;kurdish6;sulaymaniyah, iraq;kurdish;arabic;57;female;11;academic;usa;12
1198;russian28;minsk, belarus;russian;french german;25;female;11;academic;usa;4
1199;mongolian6;sukhbaatar, mongolia;mongolian;russian mandarin;29;female;26;academic;usa;3
1200;sa&#39;a1;riverside, small malaita, solomon islands;sa&#39;a;pijin;52;male;7;academic;australia, usa;2
1201;vietnamese11;quang nam, vietnam;vietnamese;french;67;male;15;academic;usa;16
1202;hindi10;new delhi, india;hindi;french;19;female;10.5;naturalistic;usa;8
1203;arabic32;baghdad, iraq;arabic;none;42;male;12;academic;usa;16
1204;arabic33;baghdad, iraq;arabic;none;28;female;11;academic;usa;0.3
1205;english327;dunedin, florida, usa;english;none;27;male;0;naturalistic;usa;27
1206;english328;hollywood, florida, usa;english;thai;23;female;0;naturalistic;usa;23
1207;english329;boise, idaho, usa;english;french;21;female;0;naturalistic;usa;19
1208;english330;augusta, georgia, usa;english;french;18;female;0;naturalistic;usa;18
1209;english331;perth, australia;english;none;28;female;0;naturalistic;australia;28
1210;turkish21;istanbul, turkey;turkish;french german;18;female;4;naturalistic;usa;3
1211;norwegian6;askim, norway;norwegian;german swedish;29;male;10;academic;usa;4
1212;english332;baltimore, maryland, usa;english;none;20;female;0;naturalistic;usa;20
1213;northern sotho1;polokwane, limpopo, south africa;northern sotho;setswana sesotho;36;female;6;academic;south africa, usa;36
1214;english333;spokane, washington, usa;english;none;32;female;0;naturalistic;usa;29
1215;english334;derby, england, uk;english;none;18;female;0;naturalistic;uk;18
1216;english335;washington, district of columbia, usa;english;none;6;male;0;naturalistic;usa;6
1217;english336;baltimore, maryland, usa;english;none;46;female;0;naturalistic;usa;44
1218;english337;jersey city, new jersey, usa;english;none;84;female;0;naturalistic;usa, canada;84
1219;english338;sydney, australia;english;french;53;female;0;naturalistic;australia, canada;53
1220;english339;chicago, illinois, usa;english;none;54;male;0;naturalistic;usa, canada;54
1221;finnish6;riihimaki, finland;finnish;french swedish german spanish;19;female;9;academic;;0
1222;english340;charleston, west virginia, usa;english;none;19;male;0;naturalistic;usa;19
1223;dutch15;nunspeet, netherlands;dutch;afrikaans low saxon;23;male;10;naturalistic;south africa;9
1224;english341;new york, new york, usa;english;german;23;female;0;naturalistic;usa;23
1225;english342;kansas city, missouri, usa;english;none;33;male;0;naturalistic;usa;33
1226;english343;portland, maine, usa;english;german spanish;23;male;0;naturalistic;usa;23
1227;spanish68;san fernando, chile;spanish;german;27;male;14;academic;australia;0.8
1228;armenian6;armavir, russia;armenian;russian;23;male;11;academic;;0
1229;spanish69;caracas, venezuela;spanish;french;20;female;7;naturalistic;usa;10
1230;spanish70;bogota, colombia;spanish;french;30;female;10;academic;usa;1.5
1231;spanish71;rosario, argentina;spanish;swedish italian;24;male;6;academic;;0
1232;english344;lumberton, north carolina, usa;english;french spanish;19;female;0;naturalistic;usa;19
1233;english345;kansas city, missouri, usa;english;spanish;20;male;0;naturalistic;usa;20
1234;kazakh2;almaty, kazakhstan;kazakh;russian;22;male;6;academic;uk, india;0.4
1235;english346;east hartford, connecticut, usa;english;french;60;male;0;naturalistic;usa;60
1236;english347;burnsville, minnesota, usa;english;spanish;22;female;0;naturalistic;usa;22
1237;english348;las pinas, philippines;english;tagalog;20;female;0;naturalistic;philippines;20
1238;spanish72;miami, florida, usa;spanish;none;20;female;5;naturalistic;usa;20
1239;english349;warrenton, virginia, usa;english;none;24;female;0;naturalistic;usa;24
1240;spanish73;merida, venezuela;spanish;none;19;male;15;academic;uk;0.1
1241;english350;polesworth, staffordshire, uk;english;none;18;female;0;naturalistic;uk;18
1242;english351;carthage, missouri, usa;english;none;37;male;0;naturalistic;usa;37
1243;english352;singapore, singapore;english;mandarin hokkien cantonese hainanese;25;male;0;naturalistic;singapore;25
1244;faroese1;torshavn, faroe islands;faroese;danish norwegian swedish german;28;male;11;academic;;0
1245;polish15;ketrzyn, poland;polish;russian spanish;25;female;9;academic;;0
1246;english353;saskatoon, saskatchewan, canada;english;french;18;male;0;naturalistic;canada;18
1247;cantonese19;hong kong, china;cantonese;mandarin;28;female;7;academic;usa;0.1
1248;czech6;ostrava, czech republic;czech;french spanish latin japanese;20;male;7;academic;;0
1249;spanish74;zaragoza, spain;spanish;none;44;male;14;academic;;0
1250;english354;christchurch, new zealand;english;maori french german;23;female;0;naturalistic;new zealand, ireland, uk, usa;22
1251;chaldean1;baghdad, iraq;chaldean;french spanish japanese;41;male;5;naturalistic;usa;31
1252;yakut1;yakutsk, russia;yakut;russian spanish;19;female;13;academic;;0
1253;arabic34;kuwait city, kuwait;arabic;french;34;female;6;academic;usa;4
1254;russian29;chisinau, moldova;russian;german;21;male;6;academic;;0
1255;german23;herdecke, germany;german;french dutch spanish latin;24;male;11;academic;uk;0.2
1256;english355;los angeles, california, usa;english;vietnamese;19;male;0;naturalistic;usa;19
1257;english356;morden, manitoba, canada;english;none;23;female;0;naturalistic;canada;23
1258;english357;alto, georgia, usa;english;german;24;male;0;naturalistic;usa;24
1259;english358;fredericton, new brunswick, canada;english;none;19;male;0;naturalistic;canada;19
1260;dutch16;antwerp, belgium;dutch;french german;23;female;12;academic;;0
1261;dutch17;wilrijk, belgium;dutch;french spanish german;21;female;12;academic;;0
1262;dutch18;antwerp, belgium;dutch;french;23;male;14;academic;;0
1263;dutch19;heist-op-den-berg, belgium;dutch;french spanish;22;female;11;academic;;0
1264;dutch20;vlaams-brabant, belgium;dutch;french german;21;female;13;academic;usa;0.75
1265;dutch21;diest, belgium;dutch;french;21;female;13;academic;;0
1266;dutch22;essen, belgium;dutch;french german;23;female;13;academic;;0
1267;lithuanian5;klaipeda, lithuania;lithuanian;russian italian spanish german;24;female;9;academic;ireland;0.75
1268;dutch23;antwerp, belgium;dutch;french german;23;male;13;academic;;0
1269;dutch24;seoul, south korea;dutch;none;23;female;14;academic;;0
1270;dutch25;wilrijk, belgium;dutch;french german mandarin;23;female;13;academic;;0
1271;dutch26;turnhout, belgium;dutch;french german italian;23;female;13;academic;;0
1272;rundi1;bururi, burundi;rundi;french swahili;36;male;14;academic;uk;0.1
1273;spanish75;lima, peru;spanish;french dutch;28;female;5;academic;usa;8
1274;dutch27;antwerp, belgium;dutch;french german;21;female;13;academic;usa;1
1275;dutch28;antwerp, belgium;dutch;french german;22;male;8;naturalistic;;0
1276;english359;sackville, new brunswick, canada;english;french latin german italian spanish;32;male;0;naturalistic;canada, usa;32
1277;english360;erie, pennsylvania, usa;english;hebrew;19;female;0;naturalistic;usa;19
1278;polish16;koszalin, poland;polish;french german;19;male;8;academic;;0
1279;russian30;stavropol, russia;russian;none;18;male;12;academic;;0
1280;english361;burnsville, minnesota, usa;english;spanish chinese;20;female;0;naturalistic;usa;20
1281;english362;cork, ireland;english;irish;21;male;0;naturalistic;ireland;21
1282;turkish22;istanbul, turkey;turkish;azeri turk bosnian;23;male;6;academic;;0
1283;serbian17;belgrade, serbia;serbian;french spanish;29;female;10;academic;;0
1284;portuguese29;vitoria, brazil;portuguese;german;28;male;8;academic;;0
1285;portuguese30;juiz de fora, brazil;portuguese;none;26;female;24;academic;;0
1286;portuguese31;belo horizonte, brazil;portuguese;italian;29;male;16;academic;uk;0.5
1287;english363;castle donington, uk;english;none;20;male;0;naturalistic;uk;20
1288;english364;sydney, australia;english;french tagalog;28;female;0;naturalistic;australia;24
1289;bosnian9;sarajevo, bosnia and herzegovina;bosnian;german french italian;47;male;5;academic;uk, usa, south africa;15
1290;spanish76;la paz, bolivia;spanish;french italian;27;male;10;academic;uk;4
1291;turkish23;adana, turkey;turkish;none;37;female;11;academic;;0
1292;english365;oxford, uk;english;french;52;male;0;naturalistic;uk;52
1293;english366;bournesmouth, uk;english;none;25;female;0;naturalistic;uk;25
1294;english367;birkenhead, uk;english;french russian;25;female;0;naturalistic;uk;23
1295;english368;strattford-on-avon, uk;english;french german;43;male;0;naturalistic;uk, singapore;43
1296;luxembourgeois1;luxembourg, luxembourg;luxembourgeois;german french italian spanish latin;54;female;12;academic;uk, usa;4
1297;english369;mcminnville, oregon, usa;english;spanish;27;male;0;naturalistic;usa;27
1298;hungarian8;pinkoc, hungary;hungarian;none;86;female;86;naturalistic;;0
1299;chaldean2;baghdad, iraq;chaldean;arabic spanish;62;female;11;academic;usa;36
1300;dutch29;ede, netherlands;dutch;german french;29;male;7;academic;;0
1301;spanish77;jalisco, mexico;spanish;none;45;male;13;academic;usa;2
1302;english370;pondicherry, india;english;french tamil;22;male;0;naturalistic;canada, ireland;16
1303;english371;colorado springs, colorado, usa;english;french;27;female;0;naturalistic;usa, canada;27
1304;french36;reims, france;french;none;32;female;10;academic;usa, canada;1.5
1305;portuguese32;volta redonda, brazil;portuguese;spanish italian;29;male;12;naturalistic;australia, usa;5
1306;french37;strasbourg, france;french;german;42;male;14;naturalistic;usa;2
1307;english372;christiansburg, virginia, usa;english;none;80;male;0;naturalistic;usa;80
1308;english373;russellville, kentucky, usa;english;none;22;male;0;naturalistic;usa;22
1309;indonesian6;jakarta, indonesia;indonesian;javanese;20;male;8;academic;usa;2.5
1310;english374;milford haven, wales, uk;english;welsh;36;male;0;naturalistic;uk;36
1311;russian31;tallinn, estonia;russian;estonian;21;male;4;naturalistic;uk;0.75
1312;english375;manchester, connecticut, usa;english;spanish;28;male;0;naturalistic;usa, uk;28
1313;estonian2;viljandi, estonia;estonian;german russian;27;male;12;academic;;0
1314;russian32;kiev, ukraine;russian;ukrainian french;31;female;14;academic;;0
1315;english376;pasadena, california, usa;english;none;46;male;0;naturalistic;usa;46
1316;portuguese33;brasilia, brazil;portuguese;spanish french;38;male;28;academic;australia, new zealand;1
1317;russian33;karaganda, kazakhstan;russian;kazakh;24;female;17;academic;usa;4
1318;kurdish7;sanandaj, iran;kurdish;farsi;29;male;13;academic;;0
1319;english377;trenton, michigan, usa;english;none;32;female;0;naturalistic;usa;32
1320;english378;silver spring, maryland, usa;english;none;38;female;0;naturalistic;usa;38
1321;english379;summit, new jersey, usa;english;none;43;male;0;naturalistic;usa;43
1322;italian25;wiesbaden, germany;italian;german french;40;male;3.5;naturalistic;usa;27
1323;english380;roanoke, virginia, usa;english;spanish french;34;female;0;naturalistic;usa;33
1324;english381;pike county, kentucky, usa;english;none;85;male;0;naturalistic;usa;85
1325;english382;arlington, virginia, usa;english;none;34;male;0;naturalistic;usa;29
1326;english383;washington, district of columbia, usa;english;none;32;female;0;naturalistic;usa;22
1327;english384;williamson, west virginia, usa;english;none;57;male;0;naturalistic;usa;57
1328;english385;mcveigh, kentucky, usa;english;none;77;female;0;naturalistic;usa;77
1329;turkish24;istanbul, turkey;turkish;chinese;31;male;12;academic;usa;10
