,speaker_id,file_name,sample_name,birth_place,native_langs,other_langs,age,sex,age_of_english_onset,english_learning_method,english_residence,years_of_english_residence,class_labels,primary_lang_group,secondary_lang_group,primary_lang_group_id,secondary_lang_group_id
648,546,english161,english161,"wakefield, ohio, usa",english,none,75.0,female,0.0,naturalistic,usa,75.0,43,Indo-European,Germanic,5,503
649,547,english163,english163,"fairview park, ohio, usa",english,german dutch,41.0,male,0.0,naturalistic,usa,39.0,43,Indo-European,Germanic,5,503
650,548,english162,english162,"delaware, ohio, usa",english,none,41.0,female,0.0,naturalistic,usa,39.0,43,Indo-European,Germanic,5,503
651,549,english164,english164,"leeds, uk",english,none,38.0,male,0.0,naturalistic,uk,38.0,43,Indo-European,Germanic,5,503
652,550,english165,english165,"detroit, michigan, usa",english,french spanish german,43.0,female,0.0,naturalistic,usa,43.0,43,Indo-European,Germanic,5,503
653,551,english166,english166,"glenside, pennsylvania, usa",english,spanish,18.0,male,0.0,naturalistic,usa,18.0,43,Indo-European,Germanic,5,503
654,552,english167,english167,"lakeview, michigan, usa",english,spanish,43.0,male,0.0,naturalistic,usa,43.0,43,Indo-European,Germanic,5,503
655,554,english168,english168,"oceanside, california, usa",english,german,40.0,male,0.0,naturalistic,usa,25.0,43,Indo-European,Germanic,5,503
656,555,english169,english169,"cleveland, mississippi, usa",english,spanish esperanto,18.0,male,0.0,naturalistic,usa,18.0,43,Indo-European,Germanic,5,503
657,556,english170,english170,"belmont, mississippi, usa",english,none,50.0,female,0.0,naturalistic,usa,50.0,43,Indo-European,Germanic,5,503
658,563,english171,english171,"st. louis, missouri, usa",english,french spanish italian,21.0,male,0.0,naturalistic,usa,21.0,43,Indo-European,Germanic,5,503
659,564,english172,english172,"kingston, jamaica",english,none,49.0,male,0.0,naturalistic,"jamaica, uk",49.0,43,Indo-European,Germanic,5,503
660,567,english173,english173,"libertyville, illinois, usa",english,none,19.0,male,0.0,naturalistic,usa,19.0,43,Indo-European,Germanic,5,503
661,568,english174,english174,"kuching, sarawak, malaysia",english,malay chinese,30.0,female,0.0,naturalistic,"australia, singapore",12.0,43,Indo-European,Germanic,5,503
662,572,english175,english175,"seattle, washington, usa",english,mandarin,24.0,male,0.0,naturalistic,usa,21.0,43,Indo-European,Germanic,5,503
663,573,english176,english176,"elizabeth city, north carolina, usa",english,spanish french afrikaans,18.0,female,0.0,naturalistic,usa,18.0,43,Indo-European,Germanic,5,503
664,574,english177,english177,"new orleans, louisiana, usa",english,none,23.0,female,0.0,naturalistic,usa,23.0,43,Indo-European,Germanic,5,503
665,583,english178,english178,"wilkes-barre, pennsylvania, usa",english,none,30.0,male,0.0,naturalistic,usa,30.0,43,Indo-European,Germanic,5,503
666,584,english179,english179,"huron, south dakota, usa",english,german russian,57.0,male,0.0,naturalistic,usa,55.0,43,Indo-European,Germanic,5,503
667,585,english180,english180,"newport, rhode island, usa",english,none,20.0,male,0.0,naturalistic,usa,20.0,43,Indo-European,Germanic,5,503
668,586,english181,english181,"new eagle, pennsylvania, usa",english,none,68.0,male,0.0,naturalistic,usa,68.0,43,Indo-European,Germanic,5,503
669,590,english182,english182,"troy, new york, usa",english,italian spanish,50.0,male,0.0,naturalistic,usa,50.0,43,Indo-European,Germanic,5,503
670,595,english183,english183,"corriverton, guyana",english,hindi,55.0,female,0.0,naturalistic,"guyana, usa",55.0,43,Indo-European,Germanic,5,503
671,597,english184,english184,"hillsboro, oregon, usa",english,spanish,18.0,female,0.0,naturalistic,usa,18.0,43,Indo-European,Germanic,5,503
672,604,english185,english185,"oxford, uk",english,spanish,38.0,male,0.0,naturalistic,canada,36.0,43,Indo-European,Germanic,5,503
673,605,english186,english186,"gadsden, alabama, usa",english,none,39.0,female,0.0,naturalistic,usa,39.0,43,Indo-European,Germanic,5,503
674,606,english187,english187,"algona, iowa, usa",english,none,42.0,female,0.0,naturalistic,usa,42.0,43,Indo-European,Germanic,5,503
675,611,english188,english188,"edinburgh, scotland, uk",english,none,35.0,male,0.0,naturalistic,uk,35.0,43,Indo-European,Germanic,5,503
676,617,english189,english189,"grand forks, north dakota, usa",english,none,19.0,male,0.0,naturalistic,usa,19.0,43,Indo-European,Germanic,5,503
677,618,english190,english190,"oak park, illinois, usa",english,spanish koine greek,27.0,male,0.0,naturalistic,usa,28.0,43,Indo-European,Germanic,5,503
678,631,english191,english191,"las cruces, new mexico, usa",english,mandarin russian german,19.0,male,0.0,naturalistic,usa,19.0,43,Indo-European,Germanic,5,503
679,636,english192,english192,"east lansing, michigan, usa",english,none,27.0,female,0.0,naturalistic,usa,27.0,43,Indo-European,Germanic,5,503
680,637,english193,english193,"honolulu, hawaii, usa",english,none,32.0,male,0.0,naturalistic,usa,32.0,43,Indo-European,Germanic,5,503
681,638,english194,english194,"manchester, england, uk",english,none,19.0,male,0.0,naturalistic,uk,19.0,43,Indo-European,Germanic,5,503
682,639,english195,english195,"delavan, wisconsin, usa",english,french russian german norwegian,21.0,female,0.0,naturalistic,usa,21.0,43,Indo-European,Germanic,5,503
683,654,english196,english196,"suva, fiji",english,fijian hindi french,50.0,female,0.0,naturalistic,"fiji, usa",50.0,43,Indo-European,Germanic,5,503
684,662,english197,english197,"iowa city, iowa, usa",english,none,22.0,male,0.0,naturalistic,usa,22.0,43,Indo-European,Germanic,5,503
685,663,english198,english198,"washington, district of columbia, usa",english,none,56.0,male,0.0,naturalistic,usa,56.0,43,Indo-European,Germanic,5,503
686,664,english199,english199,"bay shore, new york, usa",english,none,25.0,male,0.0,naturalistic,usa,25.0,43,Indo-European,Germanic,5,503
687,667,english200,english200,"berkeley, california, usa",english,spanish,22.0,female,0.0,naturalistic,usa,22.0,43,Indo-European,Germanic,5,503
688,668,english201,english201,"warren, michigan, usa",english,polish,26.0,female,0.0,naturalistic,usa,26.0,43,Indo-European,Germanic,5,503
689,673,english202,english202,"crisfield, maryland, usa",english,esperanto,19.0,male,0.0,naturalistic,usa,19.0,43,Indo-European,Germanic,5,503
690,674,english203,english203,"boston, massachusetts, usa",english,german french,63.0,female,0.0,naturalistic,usa,31.0,43,Indo-European,Germanic,5,503
691,678,english204,english204,"chicago, illinois, usa",english,french german,53.0,male,0.0,naturalistic,usa,49.0,43,Indo-European,Germanic,5,503
692,679,english205,english205,"blue earth, minnesota, usa",english,none,45.0,female,0.0,naturalistic,usa,45.0,43,Indo-European,Germanic,5,503
693,680,english206,english206,"hucknall, nottinghamshire, england, uk",english,slovenian,35.0,female,0.0,naturalistic,uk,35.0,43,Indo-European,Germanic,5,503
694,684,english207,english207,"wilkes-barre, pennsylvania, usa",english,spanish,23.0,female,0.0,naturalistic,usa,23.0,43,Indo-European,Germanic,5,503
695,695,english208,english208,"washington, dc, usa",english,none,46.0,male,0.0,naturalistic,usa,29.0,43,Indo-European,Germanic,5,503
696,702,english209,english209,"saint johns, antigua and barbuda",english,antigua and barbuda creole english french,28.0,female,0.0,naturalistic,"antigua and barbuda, usa",28.0,43,Indo-European,Germanic,5,503
697,705,english210,english210,"trenton, nova scotia, canada",english,french,23.0,female,0.0,naturalistic,canada,23.0,43,Indo-European,Germanic,5,503
698,720,english211,english211,"worcester, massachusetts, usa",english,none,30.0,male,0.0,naturalistic,usa,30.0,43,Indo-European,Germanic,5,503
699,729,english212,english212,"spartanburg, south carolina, usa",english,none,24.0,male,0.0,naturalistic,usa,24.0,43,Indo-European,Germanic,5,503
700,734,english213,english213,"dodge city, kansas, usa",english,none,38.0,male,0.0,naturalistic,usa,38.0,43,Indo-European,Germanic,5,503
701,737,english214,english214,"myrtle beach, south carolina, usa",english,spanish,26.0,male,0.0,naturalistic,usa,26.0,43,Indo-European,Germanic,5,503
702,738,english215,english215,"lemington spa, warwickshire, uk",english,spanish italian yiddish,20.0,male,0.0,naturalistic,"uk, ireland, usa",20.0,43,Indo-European,Germanic,5,503
703,739,english216,english216,"chicago, illinois, usa",english,spanish,48.0,female,0.0,naturalistic,usa,48.0,43,Indo-European,Germanic,5,503
704,740,english217,english217,"harrow, middlesex, uk",english,french german spanish italian japanese,66.0,male,0.0,naturalistic,"uk, usa",66.0,43,Indo-European,Germanic,5,503
705,747,english218,english218,"abingdon, virginia, usa",english,latin spanish,27.0,female,0.0,naturalistic,usa,27.0,43,Indo-European,Germanic,5,503
706,748,english219,english219,"oakland, california, usa",english,spanish,38.0,female,0.0,naturalistic,usa,38.0,43,Indo-European,Germanic,5,503
707,749,english220,english220,"anaheim, california, usa",english,none,18.0,female,0.0,naturalistic,usa,18.0,43,Indo-European,Germanic,5,503
708,754,english221,english221,"london, uk",english,yoruba,45.0,male,0.0,naturalistic,"uk, australia, usa",45.0,43,Indo-European,Germanic,5,503
709,764,english222,english222,"auburn, indiana, usa",english,none,18.0,female,0.0,naturalistic,usa,18.0,43,Indo-European,Germanic,5,503
710,767,english223,english223,"erie, pennsylvania, usa",english,none,18.0,male,0.0,naturalistic,usa,18.0,43,Indo-European,Germanic,5,503
711,768,english224,english224,"bridgetown, barbados",english,spanish french,20.0,male,0.0,naturalistic,barbados,20.0,43,Indo-European,Germanic,5,503
712,771,english225,english225,"dundee, scotland, uk",english,italian,50.0,male,0.0,naturalistic,"scotland, usa",50.0,43,Indo-European,Germanic,5,503
713,772,english226,english226,"walton-on-thames, surrey, uk",english,none,38.0,male,0.0,naturalistic,"uk, usa",38.0,43,Indo-European,Germanic,5,503
714,773,english227,english227,"camberley, surrey, uk",english,none,42.0,female,0.0,naturalistic,"uk, usa",42.0,43,Indo-European,Germanic,5,503
715,774,english228,english228,"glasgow, scotland, uk",english,french german krio,59.0,female,0.0,naturalistic,"scotland, usa, sierra leone",59.0,43,Indo-European,Germanic,5,503
716,775,english229,english229,"burlington, vermont, usa",english,french,25.0,male,0.0,naturalistic,usa,25.0,43,Indo-European,Germanic,5,503
717,776,english230,english230,"launceston, tasmania, australia",english,none,35.0,male,0.0,naturalistic,australia,35.0,43,Indo-European,Germanic,5,503
718,791,english231,english231,"tampa, florida, usa",english,spanish,22.0,male,0.0,naturalistic,usa,22.0,43,Indo-European,Germanic,5,503
719,793,english233,english233,"edmonton, alberta, canada",english,french,26.0,female,0.0,naturalistic,canada,26.0,43,Indo-European,Germanic,5,503
720,794,english234,english234,"bloomington, indiana, usa",english,portuguese spanish american sign language,49.0,male,0.0,naturalistic,usa,49.0,43,Indo-European,Germanic,5,503
721,795,english235,english235,"richmond, virginia, usa",english,spanish,52.0,female,0.0,naturalistic,usa,52.0,43,Indo-European,Germanic,5,503
722,798,english232,english232,"metairie, louisiana, usa",english,italian spanish,32.0,female,0.0,naturalistic,usa,32.0,43,Indo-European,Germanic,5,503
723,799,english236,english236,"st. charles, illinois, usa",english,german french,44.0,male,0.0,naturalistic,usa,34.0,43,Indo-European,Germanic,5,503
724,801,english237,english237,"jeffersonville, ohio, usa",english,spanish,22.0,female,0.0,naturalistic,usa,22.0,43,Indo-European,Germanic,5,503
725,802,english238,english238,"vancouver, british  columbia, canada",english,german french japanese,21.0,female,0.0,naturalistic,canada,21.0,43,Indo-European,Germanic,5,503
726,803,english239,english239,"fort kobbe, panama",english,japanese punjabi,19.0,male,0.0,naturalistic,usa,18.0,43,Indo-European,Germanic,5,503
727,815,english240,english240,"guelph, ontario, canada",english,french,26.0,male,0.0,naturalistic,canada,26.0,43,Indo-European,Germanic,5,503
728,817,english241,english241,"wanganui, new zealand",english,italian portuguese,52.0,female,0.0,naturalistic,new zealand,29.0,43,Indo-European,Germanic,5,503
729,818,english242,english242,"laurel, mississippi, usa",english,none,77.0,female,0.0,naturalistic,usa,77.0,43,Indo-European,Germanic,5,503
730,820,english243,english243,"fredericton, new brunswick, canada",english,french,27.0,male,0.0,naturalistic,canada,27.0,43,Indo-European,Germanic,5,503
731,821,english244,english244,"san francisco, california, usa",english,spanish,23.0,male,0.0,naturalistic,usa,13.0,43,Indo-European,Germanic,5,503
732,824,english245,english245,"pittsburgh, pennsylvania, usa",english,japanese spanish,25.0,male,0.0,naturalistic,usa,22.0,43,Indo-European,Germanic,5,503
733,825,english246,english246,"los angeles, california, usa",english,none,32.0,male,0.0,naturalistic,usa,32.0,43,Indo-European,Germanic,5,503
734,835,english247,english247,"prince rupert, british columbia, canada",english,japanese,33.0,male,0.0,naturalistic,canada,25.0,43,Indo-European,Germanic,5,503
735,840,english248,english248,"philadelphia, pennsylvania, usa",english,french,18.0,female,0.0,naturalistic,usa,18.0,43,Indo-European,Germanic,5,503
736,850,english249,english249,"boston, massachusetts, usa",english,spanish,29.0,female,0.0,naturalistic,usa,29.0,43,Indo-European,Germanic,5,503
737,852,english250,english250,"chester, england, uk",english,none,19.0,male,0.0,naturalistic,uk,19.0,43,Indo-European,Germanic,5,503
738,855,english251,english251,"mt. kisco, new york, usa",english,french spanish italian japanese,21.0,male,0.0,naturalistic,usa,21.0,43,Indo-European,Germanic,5,503
739,856,english252,english252,"san jose ca, california, usa",english,german,25.0,female,0.0,naturalistic,usa,25.0,43,Indo-European,Germanic,5,503
740,857,english253,english253,"dublin, ireland",english,gaelic french,21.0,male,0.0,naturalistic,ireland,21.0,43,Indo-European,Germanic,5,503
741,858,english254,english254,"eugene, oregon, usa",english,spanish,39.0,male,0.0,naturalistic,usa,39.0,43,Indo-European,Germanic,5,503
742,859,english255,english255,"oamaru, new zealand",english,cantonese japanese,24.0,female,0.0,naturalistic,new zealand,24.0,43,Indo-European,Germanic,5,503
743,861,english256,english256,"laurinburg, north carolina, usa",english,none,23.0,male,0.0,naturalistic,usa,23.0,43,Indo-European,Germanic,5,503
744,863,english257,english257,"san diego, california, usa",english,none,24.0,male,0.0,naturalistic,usa,24.0,43,Indo-European,Germanic,5,503
745,869,english258,english258,"kilkenny, ireland",english,irish french german dutch spanish,24.0,male,0.0,naturalistic,ireland,23.0,43,Indo-European,Germanic,5,503
746,870,english259,english259,"singapore, singapore",english,mandarin cantonese hokkien,23.0,male,0.0,naturalistic,singapore,23.0,43,Indo-European,Germanic,5,503
747,871,english260,english260,"phoenix, arizona, usa",english,none,18.0,female,0.0,naturalistic,usa,18.0,43,Indo-European,Germanic,5,503
748,875,english261,english261,"forestville, maryland, usa",english,spanish,59.0,female,0.0,naturalistic,usa,59.0,43,Indo-European,Germanic,5,503
749,876,english262,english262,"naylor, maryland, usa",english,german,60.0,male,0.0,naturalistic,usa,60.0,43,Indo-European,Germanic,5,503
750,884,english263,english263,"oak forest, illinois, usa",english,spanish,21.0,male,0.0,naturalistic,usa,21.0,43,Indo-European,Germanic,5,503
751,889,english264,english264,"freemont, california, usa",english,french german,21.0,male,0.0,naturalistic,usa,21.0,43,Indo-European,Germanic,5,503
752,890,english265,english265,"vancouver wa, washington, usa",english,korean german,31.0,male,0.0,naturalistic,usa,27.0,43,Indo-European,Germanic,5,503
753,899,english266,english266,"san diego, california, usa",english,french spanish,18.0,male,0.0,,usa,18.0,43,Indo-European,Germanic,5,503
754,900,english267,english267,"leeds, uk",english,french,66.0,male,0.0,naturalistic,uk,66.0,43,Indo-European,Germanic,5,503
755,901,english268,english268,"leeds, uk",english,french german,67.0,female,0.0,naturalistic,uk,67.0,43,Indo-European,Germanic,5,503
756,902,english269,english269,"adelaide, australia",english,french,22.0,female,0.0,naturalistic,"australia, uk, usa",22.0,43,Indo-European,Germanic,5,503
757,903,english270,english270,"cape town, south africa",english,afrikaans french,29.0,male,0.0,naturalistic,south africa,29.0,43,Indo-European,Germanic,5,503
758,904,english271,english271,"cape town, south africa",english,afrikaans french,32.0,female,0.0,naturalistic,south africa,32.0,43,Indo-European,Germanic,5,503
759,905,english272,english272,"dallas, texas, usa",english,spanish,20.0,male,0.0,naturalistic,usa,20.0,43,Indo-European,Germanic,5,503
760,907,english273,english273,"blue bell, pennsylvania, usa",english,german,46.0,male,0.0,naturalistic,usa,46.0,43,Indo-European,Germanic,5,503
761,909,english274,english274,"sydney, australia",english,hokkien mandarin,25.0,female,0.0,naturalistic,australia,25.0,43,Indo-European,Germanic,5,503
